id,gene,gene_link,full_name,diseases,diseases_link,no_of_snps
1801,SLC4A5,https://www.snpedia.com/index.php/SLC4A5,"solute carrier family 4, sodium bicarbonate cotransporter, member 5",SLC4A5,http://diseases.jensenlab.org/Search?query=SLC4A5,10
1802,SLC5A2,https://www.snpedia.com/index.php/SLC5A2,null,SLC5A2,http://diseases.jensenlab.org/Search?query=SLC5A2,7
1803,SLC5A5,https://www.snpedia.com/index.php/SLC5A5,null,SLC5A5,http://diseases.jensenlab.org/Search?query=SLC5A5,12
1804,SLC6A1,https://www.snpedia.com/index.php/SLC6A1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",SLC6A1,http://diseases.jensenlab.org/Search?query=SLC6A1,19
1805,SLC6A18,https://www.snpedia.com/index.php/SLC6A18,"solute carrier family 6, member 18",SLC6A18,http://diseases.jensenlab.org/Search?query=SLC6A18,5
1806,SLC6A2,https://www.snpedia.com/index.php/SLC6A2,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",SLC6A2,http://diseases.jensenlab.org/Search?query=SLC6A2,33
1807,SLC6A3,https://www.snpedia.com/index.php/SLC6A3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",SLC6A3,http://diseases.jensenlab.org/Search?query=SLC6A3,30
1808,SLC6A4,https://www.snpedia.com/index.php/SLC6A4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",SLC6A4,http://diseases.jensenlab.org/Search?query=SLC6A4,29
1809,SLC6A6,https://www.snpedia.com/index.php/SLC6A6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",SLC6A6,http://diseases.jensenlab.org/Search?query=SLC6A6,2
1810,SLC6A8,https://www.snpedia.com/index.php/SLC6A8,"SLC6A8
solute carrier family 6 member 8",SLC6A8,http://diseases.jensenlab.org/Search?query=SLC6A8,19
1811,SLC7A5,https://www.snpedia.com/index.php/SLC7A5,null,SLC7A5,http://diseases.jensenlab.org/Search?query=SLC7A5,2
1812,SLC7A6,https://www.snpedia.com/index.php/SLC7A6,solute carrier family 7 member 6,SLC7A6,http://diseases.jensenlab.org/Search?query=SLC7A6,3
1813,SLC8A1,https://www.snpedia.com/index.php/SLC8A1,"solute carrier family 8 (sodium/calcium exchanger), member 1",SLC8A1,http://diseases.jensenlab.org/Search?query=SLC8A1,5
1814,SLC9A9,https://www.snpedia.com/index.php/SLC9A9,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",SLC9A9,http://diseases.jensenlab.org/Search?query=SLC9A9,11
1815,SLCO1B1,https://www.snpedia.com/index.php/SLCO1B1,"solute carrier organic anion transporter family, member 1B1",SLCO1B1,http://diseases.jensenlab.org/Search?query=SLCO1B1,30
1816,SLCO1B3,https://www.snpedia.com/index.php/SLCO1B3,"solute carrier organic anion transporter family, member 1B3",SLCO1B3,http://diseases.jensenlab.org/Search?query=SLCO1B3,5
1817,SLCO2A1,https://www.snpedia.com/index.php/SLCO2A1,null,SLCO2A1,http://diseases.jensenlab.org/Search?query=SLCO2A1,7
1818,SLITRK1,https://www.snpedia.com/index.php/SLITRK1,SLIT and NTRK like family member 1,SLITRK1,http://diseases.jensenlab.org/Search?query=SLITRK1,6
1819,SLPI,https://www.snpedia.com/index.php/SLPI,secretory leukocyte peptidase inhibitor,SLPI,http://diseases.jensenlab.org/Search?query=SLPI,0
1820,SMAD1,https://www.snpedia.com/index.php/SMAD1,SMAD family member 1,SMAD1,http://diseases.jensenlab.org/Search?query=SMAD1,0
1821,SMAD2,https://www.snpedia.com/index.php/SMAD2,SMAD family member 2,SMAD2,http://diseases.jensenlab.org/Search?query=SMAD2,3
1822,SMAD3,https://www.snpedia.com/index.php/SMAD3,SMAD family member 3,SMAD3,http://diseases.jensenlab.org/Search?query=SMAD3,60
1823,SMAD4,https://www.snpedia.com/index.php/SMAD4,SMAD family member 4,SMAD4,http://diseases.jensenlab.org/Search?query=SMAD4,124
1824,SMAD5,https://www.snpedia.com/index.php/SMAD5,SMAD family member 5,SMAD5,http://diseases.jensenlab.org/Search?query=SMAD5,15
1825,SMAD6,https://www.snpedia.com/index.php/SMAD6,SMAD family member 6,SMAD6,http://diseases.jensenlab.org/Search?query=SMAD6,7
1826,SMAD7,https://www.snpedia.com/index.php/SMAD7,SMAD family member 7,SMAD7,http://diseases.jensenlab.org/Search?query=SMAD7,15
1827,SMAD9,https://www.snpedia.com/index.php/SMAD9,SMAD family member 9,SMAD9,http://diseases.jensenlab.org/Search?query=SMAD9,3
1828,SMARCAD1,https://www.snpedia.com/index.php/SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",SMARCAD1,http://diseases.jensenlab.org/Search?query=SMARCAD1,6
1829,SMARCB1,https://www.snpedia.com/index.php/SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",SMARCB1,http://diseases.jensenlab.org/Search?query=SMARCB1,21
1830,SMCHD1,https://www.snpedia.com/index.php/SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,SMCHD1,http://diseases.jensenlab.org/Search?query=SMCHD1,23
1831,SMN1,https://www.snpedia.com/index.php/SMN1,"survival of motor neuron 1, telomeric",SMN1,http://diseases.jensenlab.org/Search?query=SMN1,33
1832,SMN2,https://www.snpedia.com/index.php/SMN2,"survival of motor neuron 2, centromeric",SMN2,http://diseases.jensenlab.org/Search?query=SMN2,2
1833,SMOC2,https://www.snpedia.com/index.php/SMOC2,null,SMOC2,http://diseases.jensenlab.org/Search?query=SMOC2,3
1834,SMOX,https://www.snpedia.com/index.php/SMOX,spermine oxidase,SMOX,http://diseases.jensenlab.org/Search?query=SMOX,1
1835,SMPD1,https://www.snpedia.com/index.php/SMPD1,null,SMPD1,http://diseases.jensenlab.org/Search?query=SMPD1,79
1836,SMPX,https://www.snpedia.com/index.php/SMPX,"small muscle protein, X-linked",SMPX,http://diseases.jensenlab.org/Search?query=SMPX,6
1837,SNAI2,https://www.snpedia.com/index.php/SNAI2,snail family zinc finger 2,SNAI2,http://diseases.jensenlab.org/Search?query=SNAI2,0
1838,SNAP25,https://www.snpedia.com/index.php/SNAP25,"synaptosomal-associated protein, 25kDa",SNAP25,http://diseases.jensenlab.org/Search?query=SNAP25,16
1839,SNCA,https://www.snpedia.com/index.php/SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",SNCA,http://diseases.jensenlab.org/Search?query=SNCA,27
1840,SNED1,https://www.snpedia.com/index.php/SNED1,null,SNED1,http://diseases.jensenlab.org/Search?query=SNED1,1
1841,SNX10,https://www.snpedia.com/index.php/SNX10,null,SNX10,http://diseases.jensenlab.org/Search?query=SNX10,3
1842,SNX19,https://www.snpedia.com/index.php/SNX19,sorting nexin 19,SNX19,http://diseases.jensenlab.org/Search?query=SNX19,1
1843,SNX9,https://www.snpedia.com/index.php/SNX9,sorting nexin 9,SNX9,http://diseases.jensenlab.org/Search?query=SNX9,2
1844,SOAT1,https://www.snpedia.com/index.php/SOAT1,sterol O-acyltransferase 1,SOAT1,http://diseases.jensenlab.org/Search?query=SOAT1,2
1845,SOCS1,https://www.snpedia.com/index.php/SOCS1,suppressor of cytokine signaling 1,SOCS1,http://diseases.jensenlab.org/Search?query=SOCS1,6
1846,SOCS2,https://www.snpedia.com/index.php/SOCS2,suppressor of cytokine signaling 2,SOCS2,http://diseases.jensenlab.org/Search?query=SOCS2,5
1847,SOCS3,https://www.snpedia.com/index.php/SOCS3,suppressor of cytokine signaling 3,SOCS3,http://diseases.jensenlab.org/Search?query=SOCS3,7
1848,SOCS4,https://www.snpedia.com/index.php/SOCS4,suppressor of cytokine signaling 4,SOCS4,http://diseases.jensenlab.org/Search?query=SOCS4,1
1849,SOCS5,https://www.snpedia.com/index.php/SOCS5,suppressor of cytokine signaling 5,SOCS5,http://diseases.jensenlab.org/Search?query=SOCS5,0
1850,SOCS6,https://www.snpedia.com/index.php/SOCS6,suppressor of cytokine signaling 6,SOCS6,http://diseases.jensenlab.org/Search?query=SOCS6,0
1851,SOCS7,https://www.snpedia.com/index.php/SOCS7,suppressor of cytokine signaling 7,SOCS7,http://diseases.jensenlab.org/Search?query=SOCS7,2
1852,SOD1,https://www.snpedia.com/index.php/SOD1,"superoxide dismutase 1, soluble",SOD1,http://diseases.jensenlab.org/Search?query=SOD1,42
1853,SOD2,https://www.snpedia.com/index.php/SOD2,"superoxide dismutase 2, mitochondrial",SOD2,http://diseases.jensenlab.org/Search?query=SOD2,19
1854,SOD3,https://www.snpedia.com/index.php/SOD3,"superoxide dismutase 3, extracellular",SOD3,http://diseases.jensenlab.org/Search?query=SOD3,7
1855,SORCS2,https://www.snpedia.com/index.php/SORCS2,sortilin-related VPS10 domain containing receptor 2,SORCS2,http://diseases.jensenlab.org/Search?query=SORCS2,6
1856,SORL1,https://www.snpedia.com/index.php/SORL1,"sortilin-related receptor, L(DLR class) A repeats-containing",SORL1,http://diseases.jensenlab.org/Search?query=SORL1,41
1857,SORT1,https://www.snpedia.com/index.php/SORT1,sortilin 1,SORT1,http://diseases.jensenlab.org/Search?query=SORT1,2
1858,SOS1,https://www.snpedia.com/index.php/SOS1,null,SOS1,http://diseases.jensenlab.org/Search?query=SOS1,44
1859,SOST,https://www.snpedia.com/index.php/SOST,null,SOST,http://diseases.jensenlab.org/Search?query=SOST,4
1860,SOX10,https://www.snpedia.com/index.php/SOX10,SRY (sex determining region Y)-box 10,SOX10,http://diseases.jensenlab.org/Search?query=SOX10,29
1861,SOX3,https://www.snpedia.com/index.php/SOX3,null,SOX3,http://diseases.jensenlab.org/Search?query=SOX3,1
1862,SOX5,https://www.snpedia.com/index.php/SOX5,SRY (sex determining region Y)-box 5,SOX5,http://diseases.jensenlab.org/Search?query=SOX5,12
1863,SPAST,https://www.snpedia.com/index.php/SPAST,spastin,SPAST,http://diseases.jensenlab.org/Search?query=SPAST,56
1864,SPEF2,https://www.snpedia.com/index.php/SPEF2,null,SPEF2,http://diseases.jensenlab.org/Search?query=SPEF2,3
1865,SPI1,https://www.snpedia.com/index.php/SPI1,spleen focus forming virus (SFFV) proviral integration oncogene spi1,SPI1,http://diseases.jensenlab.org/Search?query=SPI1,4
1866,SPIB,https://www.snpedia.com/index.php/SPIB,Spi-B transcription factor (Spi-1/PU.1 related),SPIB,http://diseases.jensenlab.org/Search?query=SPIB,4
1867,SPINK5,https://www.snpedia.com/index.php/SPINK5,null,SPINK5,http://diseases.jensenlab.org/Search?query=SPINK5,21
1868,SPR,https://www.snpedia.com/index.php/SPR,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)",SPR,http://diseases.jensenlab.org/Search?query=SPR,12
1869,SPRED2,https://www.snpedia.com/index.php/SPRED2,"sprouty-related, EVH1 domain containing 2",SPRED2,http://diseases.jensenlab.org/Search?query=SPRED2,4
1870,SPSB4,https://www.snpedia.com/index.php/SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,SPSB4,http://diseases.jensenlab.org/Search?query=SPSB4,1
1871,SPTA1,https://www.snpedia.com/index.php/SPTA1,"spectrin, alpha, erythrocytic 1 (elliptocytosis 2)",SPTA1,http://diseases.jensenlab.org/Search?query=SPTA1,28
1872,SPTAN1,https://www.snpedia.com/index.php/SPTAN1,null,SPTAN1,http://diseases.jensenlab.org/Search?query=SPTAN1,17
1873,SPTLC1,https://www.snpedia.com/index.php/SPTLC1,null,SPTLC1,http://diseases.jensenlab.org/Search?query=SPTLC1,10
1874,SRD5A2,https://www.snpedia.com/index.php/SRD5A2,"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)",SRD5A2,http://diseases.jensenlab.org/Search?query=SRD5A2,38
1875,SREBF1,https://www.snpedia.com/index.php/SREBF1,sterol regulatory element binding transcription factor 1,SREBF1,http://diseases.jensenlab.org/Search?query=SREBF1,4
1876,SRGAP2,https://www.snpedia.com/index.php/SRGAP2,SLIT-ROBO Rho GTPase activating protein 2,SRGAP2,http://diseases.jensenlab.org/Search?query=SRGAP2,1
1877,SRGAP2C,https://www.snpedia.com/index.php/SRGAP2C,SLIT-ROBO Rho GTPase activating protein 2C,SRGAP2C,http://diseases.jensenlab.org/Search?query=SRGAP2C,0
1878,SRRM2,https://www.snpedia.com/index.php/SRRM2,serine/arginine repetitive matrix 2,SRRM2,http://diseases.jensenlab.org/Search?query=SRRM2,1
1879,SRSF5,https://www.snpedia.com/index.php/SRSF5,serine/arginine-rich splicing factor 5,SRSF5,http://diseases.jensenlab.org/Search?query=SRSF5,1
1880,SRSF6,https://www.snpedia.com/index.php/SRSF6,serine/arginine-rich splicing factor 6,SRSF6,http://diseases.jensenlab.org/Search?query=SRSF6,1
1881,SRY,https://www.snpedia.com/index.php/SRY,sex determining region Y,SRY,http://diseases.jensenlab.org/Search?query=SRY,23
1882,SSAT,https://www.snpedia.com/index.php/SSAT,null,SSAT,http://diseases.jensenlab.org/Search?query=SSAT,0
1883,SSTR4,https://www.snpedia.com/index.php/SSTR4,somatostatin receptor 4,SSTR4,http://diseases.jensenlab.org/Search?query=SSTR4,1
1884,SSUH2,https://www.snpedia.com/index.php/SSUH2,null,SSUH2,http://diseases.jensenlab.org/Search?query=SSUH2,43
1885,ST3GAL3,https://www.snpedia.com/index.php/ST3GAL3,null,ST3GAL3,http://diseases.jensenlab.org/Search?query=ST3GAL3,4
1886,ST3GAL4,https://www.snpedia.com/index.php/ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",ST3GAL4,http://diseases.jensenlab.org/Search?query=ST3GAL4,12
1887,STAG3,https://www.snpedia.com/index.php/STAG3,null,STAG3,http://diseases.jensenlab.org/Search?query=STAG3,6
1888,STAR,https://www.snpedia.com/index.php/STAR,null,STAR,http://diseases.jensenlab.org/Search?query=STAR,18
1889,STAT3,https://www.snpedia.com/index.php/STAT3,null,STAT3,http://diseases.jensenlab.org/Search?query=STAT3,55
1890,STAT4,https://www.snpedia.com/index.php/STAT4,signal transducer and activator of transcription 4,STAT4,http://diseases.jensenlab.org/Search?query=STAT4,25
1891,STAT5A,https://www.snpedia.com/index.php/STAT5A,signal transducer and activator of transcription 5A,STAT5A,http://diseases.jensenlab.org/Search?query=STAT5A,3
1892,STAT5B,https://www.snpedia.com/index.php/STAT5B,signal transducer and activator of transcription 5B,STAT5B,http://diseases.jensenlab.org/Search?query=STAT5B,6
1893,STK11,https://www.snpedia.com/index.php/STK11,serine/threonine kinase 11,STK11,http://diseases.jensenlab.org/Search?query=STK11,149
1894,STOX1,https://www.snpedia.com/index.php/STOX1,storkhead box 1,STOX1,http://diseases.jensenlab.org/Search?query=STOX1,5
1895,STRC,https://www.snpedia.com/index.php/STRC,stereocilin,STRC,http://diseases.jensenlab.org/Search?query=STRC,16
1896,STSP1,https://www.snpedia.com/index.php/STSP1,null,STSP1,http://diseases.jensenlab.org/Search?query=STSP1,5
1897,STX4,https://www.snpedia.com/index.php/STX4,syntaxin 4,STX4,http://diseases.jensenlab.org/Search?query=STX4,1
1898,STXBP1,https://www.snpedia.com/index.php/STXBP1,null,STXBP1,http://diseases.jensenlab.org/Search?query=STXBP1,91
1899,SULT1A1,https://www.snpedia.com/index.php/SULT1A1,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1",SULT1A1,http://diseases.jensenlab.org/Search?query=SULT1A1,8
1900,SULT2A1,https://www.snpedia.com/index.php/SULT2A1,sulfotransferase family 2A member 1,SULT2A1,http://diseases.jensenlab.org/Search?query=SULT2A1,1
1901,SUMF1,https://www.snpedia.com/index.php/SUMF1,null,SUMF1,http://diseases.jensenlab.org/Search?query=SUMF1,25
1902,SUOX,https://www.snpedia.com/index.php/SUOX,sulfite oxidase,SUOX,http://diseases.jensenlab.org/Search?query=SUOX,15
1903,SUPT3H,https://www.snpedia.com/index.php/SUPT3H,"SPT3 homolog, SAGA and STAGA complex component",SUPT3H,http://diseases.jensenlab.org/Search?query=SUPT3H,10
1904,SURF1,https://www.snpedia.com/index.php/SURF1,surfeit 1,SURF1,http://diseases.jensenlab.org/Search?query=SURF1,28
1905,SV2A,https://www.snpedia.com/index.php/SV2A,synaptic vesicle glycoprotein 2A,SV2A,http://diseases.jensenlab.org/Search?query=SV2A,0
1906,SYNGAP1,https://www.snpedia.com/index.php/SYNGAP1,null,SYNGAP1,http://diseases.jensenlab.org/Search?query=SYNGAP1,44
1907,SYPL2,https://www.snpedia.com/index.php/SYPL2,synaptophysin-like 2,SYPL2,http://diseases.jensenlab.org/Search?query=SYPL2,3
1908,SYT14,https://www.snpedia.com/index.php/SYT14,null,SYT14,http://diseases.jensenlab.org/Search?query=SYT14,1
1909,SYT4,https://www.snpedia.com/index.php/SYT4,null,SYT4,http://diseases.jensenlab.org/Search?query=SYT4,0
1910,SZT2,https://www.snpedia.com/index.php/SZT2,null,SZT2,http://diseases.jensenlab.org/Search?query=SZT2,8
1911,TAB2,https://www.snpedia.com/index.php/TAB2,TGF-beta activated kinase 1/MAP3K7 binding protein 2,TAB2,http://diseases.jensenlab.org/Search?query=TAB2,14
1912,TACO1,https://www.snpedia.com/index.php/TACO1,translational activator of mitochondrially encoded cytochrome c oxidase I,TACO1,http://diseases.jensenlab.org/Search?query=TACO1,2
1913,TAF1,https://www.snpedia.com/index.php/TAF1,null,TAF1,http://diseases.jensenlab.org/Search?query=TAF1,9
1914,TAGAP,https://www.snpedia.com/index.php/TAGAP,T-cell activation RhoGTPase activating protein,TAGAP,http://diseases.jensenlab.org/Search?query=TAGAP,2
1915,TANC1,https://www.snpedia.com/index.php/TANC1,null,TANC1,http://diseases.jensenlab.org/Search?query=TANC1,8
1916,TAP2,https://www.snpedia.com/index.php/TAP2,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",TAP2,http://diseases.jensenlab.org/Search?query=TAP2,11
1917,TARBP1,https://www.snpedia.com/index.php/TARBP1,TAR (HIV-1) RNA binding protein 1,TARBP1,http://diseases.jensenlab.org/Search?query=TARBP1,1
1918,TARDBP,https://www.snpedia.com/index.php/TARDBP,TAR DNA binding protein,TARDBP,http://diseases.jensenlab.org/Search?query=TARDBP,37
1919,TAS1R,https://www.snpedia.com/index.php/TAS1R,null,TAS1R,http://diseases.jensenlab.org/Search?query=TAS1R,0
1920,TAS1R3,https://www.snpedia.com/index.php/TAS1R3,"taste receptor, type 1, member 3",TAS1R3,http://diseases.jensenlab.org/Search?query=TAS1R3,3
1921,TAS2R38,https://www.snpedia.com/index.php/TAS2R38,"taste receptor, type 2, member 38",TAS2R38,http://diseases.jensenlab.org/Search?query=TAS2R38,3
1922,TAZ,https://www.snpedia.com/index.php/TAZ,null,TAZ,http://diseases.jensenlab.org/Search?query=TAZ,29
1923,TBC1D2,https://www.snpedia.com/index.php/TBC1D2,null,TBC1D2,http://diseases.jensenlab.org/Search?query=TBC1D2,0
1924,TBC1D24,https://www.snpedia.com/index.php/TBC1D24,"TBC1 domain family, member 24",TBC1D24,http://diseases.jensenlab.org/Search?query=TBC1D24,37
1925,TBC1D4,https://www.snpedia.com/index.php/TBC1D4,"TBC1 domain family, member 4",TBC1D4,http://diseases.jensenlab.org/Search?query=TBC1D4,5
1926,TBCE,https://www.snpedia.com/index.php/TBCE,null,TBCE,http://diseases.jensenlab.org/Search?query=TBCE,7
1927,TBL1Y,https://www.snpedia.com/index.php/TBL1Y,"transducin (beta)-like 1, Y-linked",TBL1Y,http://diseases.jensenlab.org/Search?query=TBL1Y,63
1928,TBX15,https://www.snpedia.com/index.php/TBX15,T-box 15,TBX15,http://diseases.jensenlab.org/Search?query=TBX15,3
1929,TBX21,https://www.snpedia.com/index.php/TBX21,T-box 21,TBX21,http://diseases.jensenlab.org/Search?query=TBX21,8
1930,TBX22,https://www.snpedia.com/index.php/TBX22,T-box 22,TBX22,http://diseases.jensenlab.org/Search?query=TBX22,8
1931,TBX5,https://www.snpedia.com/index.php/TBX5,null,TBX5,http://diseases.jensenlab.org/Search?query=TBX5,41
1932,TBXAS1,https://www.snpedia.com/index.php/TBXAS1,thromboxane A synthase 1 (platelet),TBXAS1,http://diseases.jensenlab.org/Search?query=TBXAS1,14
1933,TCF7L2,https://www.snpedia.com/index.php/TCF7L2,"transcription factor 7-like 2 (T-cell specific, HMG-box)",TCF7L2,http://diseases.jensenlab.org/Search?query=TCF7L2,32
1934,TCHH,https://www.snpedia.com/index.php/TCHH,trichohyalin,TCHH,http://diseases.jensenlab.org/Search?query=TCHH,2
1935,TCN1,https://www.snpedia.com/index.php/TCN1,"transcobalamin I (vitamin B12 binding protein, R binder family)",TCN1,http://diseases.jensenlab.org/Search?query=TCN1,1
1936,TCN2,https://www.snpedia.com/index.php/TCN2,transcobalamin II,TCN2,http://diseases.jensenlab.org/Search?query=TCN2,14
1937,TCOF1,https://www.snpedia.com/index.php/TCOF1,Treacher Collins-Franceschetti syndrome 1,TCOF1,http://diseases.jensenlab.org/Search?query=TCOF1,24
